,Server-RSSI,Server-Distance
1247,-57.0,2.8
1248,-57.0,2.8
1249,-57.0,2.8
1250,-59.0,2.8
1251,-59.0,2.8
1252,-59.0,2.8
1253,-59.0,2.8
1254,-59.0,2.8
1255,-59.0,2.8
1256,-59.0,2.8
1257,-59.0,2.8
1258,-59.0,2.8
1259,-59.0,2.8
1260,-59.0,2.8
1261,-59.0,2.8
1262,-59.0,2.8
1263,-59.0,2.8
1264,-59.0,2.8
1265,-59.0,2.8
1266,-58.0,2.8
1267,-58.0,2.8
1268,-58.0,2.8
1269,-58.0,2.8
1270,-58.0,2.8
1271,-58.0,2.8
1272,-58.0,2.8
1273,-58.0,2.8
1274,-58.0,2.8
1275,-58.0,2.8
1276,-58.0,2.8
1277,-58.0,2.8
1278,-58.0,2.8
1279,-58.0,2.8
1280,-58.0,2.8
1281,-58.0,2.8
1282,-57.0,2.8
1283,-58.0,2.8
1284,-58.0,2.8
1285,-58.0,2.8
1286,-58.0,2.8
1287,-58.0,2.8
1288,-57.0,2.8
1289,-58.0,2.8
1290,-58.0,2.8
1291,-58.0,2.8
1292,-58.0,2.8
1293,-58.0,2.8
1294,-58.0,2.8
1295,-58.0,2.8
1296,-58.0,2.8
1297,-58.0,2.8
1298,-58.0,2.8
1299,-58.0,2.8
1300,-58.0,2.8
1301,-58.0,2.8
1302,-58.0,2.8
1303,-58.0,2.8
1304,-58.0,2.8
1305,-59.0,2.8
1306,-58.0,2.8
1307,-58.0,2.8
1308,-58.0,2.8
1309,-58.0,2.8
1310,-58.0,2.8
1311,-58.0,2.8
1312,-58.0,2.8
1313,-58.0,2.8
1314,-58.0,2.8
1315,-58.0,2.8
1316,-58.0,2.8
1317,-58.0,2.8
1318,-58.0,2.8
1319,-58.0,2.8
1320,-58.0,2.8
1321,-58.0,2.8
1322,-58.0,2.8
1323,-58.0,2.8
1324,-58.0,2.8
1325,-58.0,2.8
1326,-58.0,2.8
1327,-58.0,2.8
1328,-58.0,2.8
1329,-58.0,2.8
1330,-58.0,2.8
1331,-58.0,2.8
1332,-58.0,2.8
1333,-58.0,2.8
1334,-58.0,2.8
1335,-58.0,2.8
1336,-58.0,2.8
1337,-58.0,2.8
1338,-58.0,2.8
1339,-58.0,2.8
1340,-58.0,2.8
1341,-58.0,2.8
1342,-58.0,2.8
1343,-58.0,2.8
1344,-58.0,2.8
1345,-58.0,2.8
1346,-58.0,2.8
1347,-58.0,2.8
1348,-58.0,2.8
1349,-58.0,2.8
1350,-58.0,2.8
1351,-58.0,2.8
1352,-58.0,2.8
1353,-58.0,2.8
1354,-58.0,2.8
1355,-58.0,2.8
1356,-58.0,2.8
1357,-58.0,2.8
1358,-58.0,2.8
1359,-58.0,2.8
1360,-57.0,2.8
1361,-57.0,2.8
1362,-58.0,2.8
1363,-58.0,2.8
1364,-58.0,2.8
1365,-58.0,2.8
1366,-58.0,2.8
1367,-58.0,2.8
1368,-58.0,2.8
1369,-58.0,2.8
1370,-58.0,2.8
1371,-58.0,2.8
1372,-58.0,2.8
1373,-58.0,2.8
1374,-60.0,2.8
1375,-58.0,2.8
1376,-58.0,2.8
1377,-58.0,2.8
1378,-58.0,2.8
1379,-58.0,2.8
1380,-58.0,2.8
1381,-58.0,2.8
1382,-58.0,2.8
1383,-58.0,2.8
1384,-58.0,2.8
1385,-58.0,2.8
1386,-58.0,2.8
1387,-58.0,2.8
1388,-58.0,2.8
1389,-58.0,2.8
1390,-58.0,2.8
1391,-58.0,2.8
1392,-58.0,2.8
1393,-58.0,2.8
1394,-57.0,2.8
1395,-58.0,2.8
1396,-57.0,2.8
1397,-57.0,2.8
1398,-57.0,2.8
1399,-57.0,2.8
